URL	Author	datePublished	claimReviewed	reviewBody	title	ratingValue	bestRating	alternativeName
httpsaosfatosorgnoticiasescolasdemedicinadecubaformammaisdemedicosporanoenaocomodizmem	httpswwwaosfatosorg	2018-11-21	raciocinem existem apena dua universidad medicina cuba la habana forma média médico ano elam escuela latinoamericana medicina forma média aluno ano	imagem circula rede sociai engana afirmar cuba apena dua escola medicina junta formam médico ano verdad ilha caribenha universidad área soment dua citada montagem universidad ciência médica havana escola latinoamericana medicina saem novo profissionai ano média	escola medicina cuba formam médico ano diz meme fato	1.0	5	falso
httpsaosfatosorgnoticiasmoronaodissequemanifestacoessaodemeiaduziadeestudantesdespreparado	httpswwwaosfatosorg	2019-05-17	sérgio moro meia dúzia estudant despreparado vão atrapalhar governo	falso ministro justiça segurança pública sérgio moro diss manifestaçõ educação realizada última quartafeira feita meia dúzia estudant despreparado protesto vão atrapalhar governo além registro moro feito tal declaração ministro diss entrevista globo news considerava manifestação natur	moro diss manifestaçõ ‘ meia dúzia estudant despreparado ’ fato	1.0	5	falso
httpsapublicaorgtrucoabaixoassinadotrazinformacaofalsasobreauxiliomoradia	httpsapublicaorg	2018-03-08	juíz brasil integrant ministério público custo auxíliomoradia r bilhão ano	abaixoassinado contra auxíliomoradia afirma custo benefício juíz integrant ministério público r bilhão ano	abaixoassinado traz informação falsa sobr auxíliomoradia juíz mp agência pública	1.0	8	falso
httpsaosfatosorgnoticiasefalsoqueurnasestaoprogramadasparahorariodeverao	httpswwwaosfatosorg	2018-10-28	urna programada acordo horário verão	informação falsa próprio tse divulg nota esclarecimento afirma solicitação tribun início horário verão alterado segundo turno portanto urna estarão preparada funcionar horário funcionaram primeiro turno diz comunicado	falso urna programada horário verão fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	abriu caixa preta bnde devolv tesouro nacion r bilhõ roubado pt	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	falso
httpsapublicaorgtrucoimagemsobretrajetoriadepedroparentefazacusacoesfalsa	httpsapublicaorg	2018-06-06	faltou gasolina parent petrobra	mensagem whatsapp afirma faltou gasolina parent petrobra	imagem sobr trajetória pedro parent faz acusaçõ falsa agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosintervencaogener	httpspiauifolhauolcombrlupa	2018-06-04 19:28:44	gener villa bôa anuncia intervenção militar convoca povo brasil	empti	verificamo gener villa bôa anunci intervenção militar	4.0	6	falso
httpsaosfatosorgnoticiasmecnaodistribuiukitsatanicoparacriancascorrentedowhatsappespalhaboatod	httpswwwaosfatosorg	2018-10-18	fim tempo governo feder distribui kit satânico escola pública atravé mec	materi projeto objetivo ensinar criança cinco sete ano realizar rituai macabro alega forma mentirosa texto corrent distribuído alguma escola materi projeto educacion b história medo coragem objetivo incentivar aluno produzirem conteúdo sobr medo coragem atravé leitura produção conto projeto açõ incentivo literatura programa endesa brasil educação cultura ministério cultura mec informa incorretament texto corrent	mec distribuiu kit satânico criança corrent whatsapp espalha boato fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamostseempresadivulgacao	httpspiauifolhauolcombrlupa	2018-10-27 09:53:21	tse troca empresa responsável divulgação apuração	empti	verificamo tse trocou empresa responsável divulgação apuração	4.0	6	falso
httpsapublicaorgtrucochecamososeconomistasdosprincipaiscandidato	httpsapublicaorg	2018-10-04	salário mínimo hoje brasil salário mediano brasil número maior hoje brasil padrão internacion inclus ocd	eduardo giannetti economista campanha marina silva rede diss entrevista central eleiçõ globonew salário mínimo hoje brasil salário mediano brasil número maior hoje brasil padrão internacion inclus ocd	checamo economista principai candidato agência pública	4.0	8	falso
httpsapublicaorgtrucoverdadesementirasdecorrentessobrejoaquimbarbosa	httpsapublicaorg	2018-04-27	joaquim barbosa contra prisão segunda instância	post rede sociai afirma joaquim barbosa contra prisão segunda instância	verdad mentira corrent sobr joaquim barbosa agência pública	1.0	8	falso
httpsaosfatosorgnoticiaspostusadadoserradosparadizerquereformadaprevidenciaedesnecessaria	httpswwwaosfatosorg	2019-06-06	déficit previdência r bilhõ dívida grand empresa inss r bilhõ culpa trabalhador	texto utiliza dado falso distorcido sendo compartilhado rede desd última terça sugerir união cobrass devedor necessária reforma previdência	post usa dado errado dizer reforma previdência desnecessária fato	1.0	5	falso
httpsaosfatosorgnoticiasobrasdoexercitoempocosartesianosnonordestenaosaodogovernobolsonaro	httpswwwaosfatosorg	2019-03-26	exército brasileiro conseguiu ontem encontrar água perfurar poço caicó nordest água jorrou força encontrada terreno ond atualment funciona complexo crech cujo abastecimento hídrico feito caminhão pipa	falsa afirmaçõ poço artesiano construído exército brasileiro nordest obra bolsonaro dua publicaçõ reciclam notícia antiga sugerir poço responsabilidad novo governo	obra exército poço artesiano nordest governo bolsonaro fato	1.0	5	falso
httpsaosfatosorgnoticiasoabnaoameacouexpulsarquemadvogardegracaparafamiliasdevitimasdebrumadinho	httpswwwaosfatosorg	2019-02-06	urgent oab cobra punição responsávei tragédia brumadinho ameaça expulsar advogar graça vítima desastr	falsa informação oab ordem advogado brasil ameaça expulsar inscrito advogarem graça vítima tragédia brumadinho mg além advocacia gratuita pessoa recurso instituiçõ fin lucrativo regulamentada desd oab nega fez ameaça parecida	oab ameaç expulsar advogar graça família vítima brumadinho fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosbolsonarorenuncia	httpspiauifolhauolcombrlupa	2018-12-06 18:05:12	extra bolsonaro renuncia mandato presidência ant assumir folha paulo h comunicado extraofici jair messia bolsonaro renuncia futuro cargo eleito veja matéria íntegra	empti	verificamo falsa notícia bolsonaro renunci mandato	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosvideournaautocompleta	httpspiauifolhauolcombrlupa	2018-10-07 14:55:08	basta colocar número urna escolh candidato pra vídeo	empti	verificamo vídeo urna autocompleta montagem diz justiça eleitor	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmariarosariocorrupcaocultur	httpspiauifolhauolcombrlupa	2019-04-26 17:53:45	projeto lei anticrim sérgio moro hitler judiciário quer punir corrupção absurdo corrupção algo cultur brasil forma governo todo president desd redemocratização	empti	verificamo falso perfil maria rosário considera corrupção algo cultur brasil	4.0	6	falso
httpsaosfatosorgnoticiasvideodemedicareunediversasinformacoesfalsassobremaismedico	httpswwwaosfatosorg	2018-11-19	vídeo médica diz médico cubano proibido trazer familiar brasil governo dá nenhum incentivo médico brasileiro trabalharem área programa médico cubano programa realizam tratamento defasado	verdad médico cubano podem trazer familiar brasil profissionai usam remédio indicado equ médico oferec oportunidad brasileiro outra informaçõ falsa insustentávei veiculada vídeo gravado médica roraima circulando desd divulgação decisão cuba sair programa	vídeo viral médica reún vária informaçõ falsa sobr médico fato	1.0	5	falso
httpsaosfatosorgnoticiassitedivulgainformacaofalsasobredinheiroparaemendasdebolsonaro	httpswwwaosfatosorg	2018-05-15	bolsonaro receb r milhõ proteg michel temer atacar pt	contrário afirma postagem governo michel temer liber r milhõ emenda parlamentar deputado jair bolsonaro repass r milhõ mencionado texto referes total repassado governo feder emenda bolsonaro governo temer part segunda administração dilma rousseff pt	site divulga informação falsa sobr dinheiro emenda bolsonaro fato	0.0	5	inconclusivo
httpspiauifolhauolcombrlupaverificamoslavajatobanir	httpspiauifolhauolcombrlupa	2018-05-18 19:59:18	nova etapa lava jato pode banir pt pmdb pp política brasileira	empti	verificamo nova etapa lava jato vai banir pt pmdb pp	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmoro	httpspiauifolhauolcombrlupa	2018-06-04 20:24:33	sérgio moro ruim problema grave afirmam médico	empti	verificamo juiz sérgio moro ruim saúd	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosacucarcanc	httpspiauifolhauolcombrlupa	2019-01-14 20:43:03	primeiro passo parar todo consumo açúcar açúcar corpo célula cancerígena morrem naturalment	empti	açúcar causa câncer limão óleo coco substituem químio	4.0	6	falso
httpsaosfatosorgnoticiasefalsoqueisraeldoouaobrasilhelicopterosvideomostraaeronaveturca	httpswwwaosfatosorg	2019-04-03	brasil ganha present israel helicóptero ah apach avançado combat crime organizado assim vai surgindo novo paí pátria amada brasil	vídeo mostra apresentação helicóptero t atak rio janeiro sido disseminado rede sociai aeronav modelo boe ah apach israel presenteado brasil verdad além falsa atribuição imagen evidência indício tal present ministério defesa diss desconhec doação fab força aérea brasileira afirm projeto hoje aquisição nova aeronav	falso israel doou brasil helicóptero vídeo mostra aeronav turca fato	1.0	5	falso
httpsapublicaorgtrucocirogomesexageradadossobretrabalhoimpostoseseguranca	httpsapublicaorg	2018-07-27	milhõ brasileiro nome spc	candidato presidência ciro gome pdt afirm milhõ brasileiro nome spc	ciro gome exagera dado sobr trabalho imposto segurança agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosdecretoinss	httpspiauifolhauolcombrlupa	2019-02-13 08:32:35	pedalada feita previdência social decreto retira r bilhõ inss transfer outra pasta	empti	verificamo falso decreto bolsonaro retirado r bilhõ inss	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosenemaovivo	httpspiauifolhauolcombrlupa	2018-11-03 12:30:15	ficar insatisfeito nota posso pedir revisão correção enem	empti	verificamosenem checamo vivo informaçõ circulam rede	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosoabesquerdareuniao	httpspiauifolhauolcombrlupa	2019-06-14 11:05:31	president oab companheiro dessa reunião companheirada pediu afastamento moro cabeça deltan credibilidad vergonha	empti	verificamo falso president oab reuniu deputado esquerda ant pedir afastamento moro dallagnol	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosvideovenezuelano	httpspiauifolhauolcombrlupa	2018-09-10 18:07:20	venezuelano invadindo condomínio busca comida socialismo instal cao venezuela imprensa brasileira escond vídeo	empti	verificamo vídeo antigo mostra venezuelano busca comida	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosrobertocarlo	httpspiauifolhauolcombrlupa	2018-10-19 19:03:43	roberto carlo manifesta publicament apoio jair messia bolsonaro	empti	verificamo falso roberto carlo declar apoio público bolsonaro	4.0	6	falso
httpspiauifolhauolcombrlupaverificamossurtoconjuntivit	httpspiauifolhauolcombrlupa	2018-05-30 20:06:16	médico su faz alerta surto absurdo conjuntivit viral nível	empti	verificamo médico su faz alerta surto absurdo conjuntivit viral nível	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosdilmapabloescobar	httpspiauifolhauolcombrlupa	2019-04-29 18:21:22	pablo escobar cristina kirchner dilma rousseff néstor kirchner alta sociedad crime reunida	empti	verificamo dilma pablo escobar aparecem foto cristina néstor kirchner	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosdipironavenezuela	httpspiauifolhauolcombrlupa	2018-11-07 18:54:28	medicamento exposto abaixo dipirona s importado venezuela contém víru perigosíssimo tomem	empti	notícia falsa sobr dipirona venezuela víru perigosíssimo volta circular	4.0	6	falso
httpsaosfatosorgnoticiasfotodelulaajoelhadoantechavezemontagemnaoriginalosdoisseabracam	httpswwwaosfatosorg	2018-12-04	petista disseram jair messia bolsonaro prestar continência sr john bolton agência nacion segurança eeuu subserviência americano ajoelhar fazer boquet hugo chávez então	tratas montagem foto luiz inácio lula silva pt aparec joelho diant expresident venezuelano hugo chávez mandatário boliviano evo moral foto origin feita durant cúpula mercosul uruguai nela lula chávez abraçado petista joelho	foto lula ajoelhado ant chávez montagem origin doi abraçam fato	1.0	5	falso
httpsapublicaorgtrucoexageroseimprecisoesmarcamdiscursodelulaemcaravana	httpsapublicaorg	2017-11-21	investiam r bilhõ pesquisa petrobra passamo investir r bilhõ	discurso encerramento caravana mina gerai expresident luiz inácio lula silva afirm governo anterior investiam r bilhõ pesquisa petrobra governo petista passous investir r bilhõ	exagero imprecisõ marcam discurso lula caravana agência pública	4.0	8	falso
httpsapublicaorgtrucomeirellesdefendegovernotemercomdadosfalsosedistorcao	httpsapublicaorg	2018-05-23	inflação ano passado baixa história	entrevista tv folha précandidato henriqu meirel mdb diss inflação menor história	meirel defend governo temer dado falso distorção agência pública	1.0	8	falso
httpsapublicaorgtrucocomohomensemulheresseaposentamemoutrospais	httpsapublicaorg	2017-03-08	cabe esclarec padrao internacion atual igualar aproximar bastant tratamento genero sistema previdenciario diferenca ano idad contribuicao criterio adotado brasil coloca pai possuem maior diferenca idad aposentadoria genero	mensagem enviada congresso nacion juntament reforma previdência ministro fazenda henriqu meirel afirm padrão internacion atual iguala aproxima gênero previdência diss ainda diferença cinco ano idad contribuição adotada brasil coloca paí possuem maior diferença idad aposentadoria gênero	homen mulher aposentam outro país agência pública	7.0	8	inconclusivo
httpsaosfatosorgnoticiasprfnaoprendeucubanoevenezuelanoporsuspeitadeterrorismoembrumadinho	httpswwwaosfatosorg	2019-01-28	font ligada abin confirmaram nessa tard polícia rodoviária feder detev nessa tard próxima cidad itaguará cerca km brumadinho venezuelano cubano	falsa informaçõ venezuelano cubano preso prf mina gerai suspeito terem causado rompimento barragem brumadinho mg acordo texto vem sendo compartilhado rede sociai doi explodido estrutura dinamit forma retaliação além indício desastr ocorrido causa terrorismo própria prf emitiu nota desmentir história dizendo nenhuma prisão relação tragédia brumadinho	prf prendeu cubano venezuelano suspeita terrorismo brumadinho fato	1.0	5	falso
httpsapublicaorgtrucoemfrasesacertoseerrosdegeraldoalckmin	httpsapublicaorg	2018-03-29	ano passado reduzimo roubo carro caiu latrocínio	entrevista governador paulo geraldo alckmin psdb afirm ano passado estado reduziu roubo carro latrocínio	frase acerto erro geraldo alckmin agência pública	8.0	8	verdadeiro
httpsapublicaorgtrucochecamosfrasesdejairbolsonaro	httpsapublicaorg	2017-04-05	bastass quas mil haitiano mão mtst paulo massa manobra inclus haddad cadastr bolsa família	mtst possui dado número haitiano envolvido movimento tampouco governo fornec informaçõ total beneficiário bolsa família origem haiti classificamo frase impossível provar	checamo frase jair bolsonaro agência pública	2.0	8	inconclusivo
httpsapublicaorgtrucolevyfidelixexageraimpostosemmedicamento	httpsapublicaorg	2018-07-18	remédio pagam imposto vão	précandidato presidência levi fidelix diss remédio pagam imposto vão	levi fidelix exagera imposto medicamento agência pública	4.0	8	falso
httpsapublicaorgtrucochecamososprincipaiscandidatosavicepresident	httpsapublicaorg	2018-09-14	brasil gasta r pessoa dia fazer desd vacina transplant su	eduardo jorg pv candidato vicepresident chapa marina silva rede entrevista programa hora voto diss brasil gasta r pessoa dia fazer desd vacina transplant su	checamo principai candidato vicepresident agência pública	8.0	8	verdadeiro
httpsapublicaorgtrucocirogomesexageradadosaocriticarprevidencia	httpsapublicaorg	2017-08-29	beneficiário previdência levam terço benefício	entrevista programa pânico rádio jovem pan précandidato presidência ciro gome pdt afirm problema previdência beneficiário ficam terço benefício	ciro gome exagera dado criticar previdência agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamosenemhorarioverao	httpspiauifolhauolcombrlupa	2018-11-03 18:03:36	governo adia início horário verão novembro	empti	verificamosenem governo adiou início horário verão novembro	4.0	6	falso
httpsaosfatosorgnoticiaspmsemfotocomflavioejairbolsonaronaosaoosmilicianossuspeitosdamortedemariel	httpswwwaosfatosorg	2019-01-24	sabe miliciano preso olha festa aniversário	pm mesmo preso começo semana suspeito envolvimento assassinato mort vereadora mariel franco vem sendo sugerido corrent whatsapp imagem verdad festa aniversário alan alex rodrigu oliveira preso meio ano passado suspeita participar organização criminosa policiai rio janeiro especializada extorsão	pm foto flávio jair bolsonaro miliciano suspeito mort mariel fato	3.0	5	falso
httpsapublicaorgtrucopesquisafalsacolocabolsonarocomehaddadcom	httpsapublicaorg	2018-10-23	track btg acab sair mercado financeiro bolsonaro haddad ps voto válido	corrent sobr disputa eleitor circula whatsapp afirm track btg acab sair mercado financeiro aponta bolsonaro haddad	pesquisa falsa coloca bolsonaro haddad agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamospoliciaterroristasbrumadinho	httpspiauifolhauolcombrlupa	2019-01-28 13:14:10	polícia rodoviária feder detev nessa tard próximo cidad itaguará cerca km brumadinho venezuelano cubano carro viajam alta velocidad troca tiro terceiro homem morto durant perseguição	empti	verificamo polícia rodoviária feder prendeu terrorista explodir barragem brumadinho	4.0	6	falso
httpsaosfatosorgnoticiasjuizsergiomoronaoestacomdoencagravenoticiaefalsa	httpswwwaosfatosorg	2018-06-04	sérgio moro descobr doença grave trist notícia abala brasil	verdad juiz sérgio moro descobriu doença grave ruim afirmam postagen publicada site saúd vida família domingo segundafeira justiça feder paraná negou nota informaçõ contida post usam trecho notícia antiga sobr estado saúd expresident lula moro	juiz sérgio moro doença grave notícia falsa fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosfoziguacufoto	httpspiauifolhauolcombrlupa	2018-12-14 17:25:31	tornado foz iguaçu tard hoje	empti	verificamo galeria imagen sobr tempestad foz iguaçu mistura foto verdadeira falsa	4.0	6	falso
httpsaosfatosorgnoticiasfotosdeerrosemcartazesdemanifestantesprogovernosaomontagen	httpswwwaosfatosorg	2019-05-28	president onestidad basta	editada trê foto exibem erro ortográfico mensagen falsa cartaz faixa atribuído manifestant favor governo bolsonaro ato último domingo fato identific elemento manipulação imagen banner palavra honestidad h mulher segura cartaz erro crasso educassão muinto dua manifestant erguem placa frase apoiamo fim previdência queiroz livr	foto erro cartaz manifestant prógoverno montagen fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosnotatriplexpsdb	httpspiauifolhauolcombrlupa	2018-07-03 15:08:08	dona empresa curitiba deu nota fiscai reforma falsa triplex filiada psdb	empti	verificamo sócio tallento construtora emitiu nota reforma sobr triplex guarujá filiado psdb	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosdamaresanistiado	httpspiauifolhauolcombrlupa	2019-02-26 18:37:20	ministra damar cancela pagamento anistiado fhc lula chico buarqu gilberto gil farra acab tchau querido	empti	falso damar cancel pagamento mil anistiado	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosjaqueswagnerprofessor	httpspiauifolhauolcombrlupa	2018-11-24 11:28:57	quiser dar aula faça gosto salário quiser ganhar melhor peça demissão vá ensino privado imagem	empti	verificamo jaqu wagner diss professor deve dar aula gosto salário	4.0	6	falso
httpsaosfatosorgnoticiasemontagemfotodeerrosortograficosemcartazdemanifestantegovernista	httpswwwaosfatosorg	2019-05-28	favor cort educassão governo investi muinto	montagem foto mulher segurando cartaz erro crasso portuguê tai comoeducassão muinto favor dizer placa apresentam indício manipulação publicaçõ rede sociai imagem atribuída manifestaçõ favor governo bolsonaro último domingo apesar indício apontam imagem origin encontrada atestar feita ato governista	montagem foto erro ortográfico cartaz manifestant governista fato	1.0	5	falso
httpsapublicaorgtrucochecamosapolemicametafiscaldetem	httpsapublicaorg	2016-06-03	governo aumentando maneira irresponsável previsão déficit orçamentário r bilhõ quero dizer exatament relatório avaliação receita despesa primária segundo bimestr divulgado próprio governo feder déficit orçamentário r bilhõ portanto diferença aí quas r bilhõ ness relatório levada consideração nova metodologia considera previsão receita projeto discussão nesta casa cpmf	deputado feder davidson magalhã pcdobba diss governo aumentando maneira irresponsável previsão déficit orçamentário r bilhõ	checamo polêmica meta fiscal temer agência pública	4.0	8	falso
httpsaosfatosorgnoticiasvideosdepessoasgritandoforaglobonaoforamgravadosembrumadinho	httpswwwaosfatosorg	2019-01-29	globo brumadinho	nenhum vídeo brumadinho gravado durant manifestação avenida paulista outro mostra manifestant apoio greve caminhoneiro	vídeo pessoa gritando ‘ globo ’ gravado brumadinho fato	1.0	5	falso
httpsaosfatosorgnoticiasefalsoquelulaaparecenalistadepessoasmaisricasdomundodarevistaforb	httpswwwaosfatosorg	2019-04-02	profissão metalúrgico fortuna u bilhõ segundo revista forb agora pergunto vota pt conhec algum trabalhador honesto tamanha fortuna	falsa informação expresident luiz inácio lula silva fortuna orçada us bilhõ revista forb além ter sido citado nenhuma lista pessoa rica mundo produzida anualment publicação patrimônio lula orçado r milhõ	falso lula aparec lista pessoa rica mundo revista forb fato	1.0	5	falso
httpsapublicaorgtrucoquantospartidosexistemestaonocongressooupodemsercriado	httpsapublicaorg	2016-12-06	partido registrado tribun superior eleitor partido político representação parlamento brasileiro meno partido fase organização	senador afirm partido registrado tse representado congresso sendo criado	quanto partido existem congresso podem criado agência pública	5.0	8	inconclusivo
httpspiauifolhauolcombrlupaverificamostuitepauloguedesvazamentoconversasmoroprocurador	httpspiauifolhauolcombrlupa	2019-07-12 14:57:11	cara roubaram perto trilhão suprema cort analisando suspeição juiz base vazamento periciado feito cidadão banido doi país	empti	verificamo falso tuít paulo gued critica vazamento conversa moro procurador	4.0	6	falso
httpsaosfatosorgnoticiassitedistorcefatossobredoacoeseleitoraisdaodebrechtamarinasilva	httpswwwaosfatosorg	2018-07-10	cai hipócrita odebrecht delata marina silva r milhão	trazer título cai hipócrita odebrecht delata marina silva r milhão omitir trecho reportagem folha versão exsenadora acr oplantão brasil distorc caso fazer parec recurso doado empreiteira irregular hoje marina silva alvo investigaçõ lava jato apuram caso corrupção envolvendo construtora	site distorc fato sobr doaçõ eleitorai odebrecht marina silva fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosmariarosariombl	httpspiauifolhauolcombrlupa	2019-07-03 08:15:24	maria rosário esquerda iniciam namoro mbl	empti	verificamo montagem foto maria rosário camisa mbl	4.0	6	falso
httpsaosfatosorgnoticiasfrancanaoaprovouleipermitindoquecriancasconsintamemfazersexocomadulto	httpswwwaosfatosorg	2018-08-24	frança aprova lei declarando criança podem consentir sexo adulto	informação frança aprov lei determinando criança podem consentir sexo adulto falsa texto publicado site conexão política última quintafeira traz informação enganosa título diz adulto fazem sexo criança qualquer idad processado estupro criança vítima incapaz provar violência ameaça coação surpresa informação falsaa font origin site americano chamado your news wire citado texto conexão política desmentido iniciativa checagem americana site snope ambo texto distorcem tiram contexto informaçõ referent nova legislação abuso sexual aprovada frança ficou conhecida lei schiappa referência secretária igualdad governo marlèn schiappa	frança aprov lei permitindo criança consintam fazer sexo adulto fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosenemaovivo	httpspiauifolhauolcombrlupa	2018-11-03 12:30:15	enem tira ponto acha chutei resposta	empti	verificamosenem checamo vivo informaçõ circulam rede	4.0	6	verdadeiro
httpspiauifolhauolcombrlupaverificamostelegramhackermanipulouconversasmorodallagnol	httpspiauifolhauolcombrlupa	2019-06-13 12:42:56	invasão crime agora telegram confirma texto divulgado manipulado	empti	verificamo telegram diss hacker manipul conversa moro dallagnol	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosavioesrussosvenezuela	httpspiauifolhauolcombrlupa	2019-02-28 16:03:05	caça russo sobrevoando fronteira brasil valham deu	empti	verificamo ano foto caça venezuela sobrevoado fronteira	4.0	6	falso
httpsapublicaorgtrucocorrentenowhatsappusadadoserradosparacriticarimposto	httpsapublicaorg	2017-07-12	país ond trabalh ano pagar imposto	corrent whatsapp afirma brasil paí ond trabalh ano pagar imposto traz dado sobr carga tributária diverso produto sobr alíquota imposto renda	corrent whatsapp usa dado errado criticar imposto agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	desbarat quadrilha usava índio criação milhõ criptomoeda	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosroraima	httpspiauifolhauolcombrlupa	2018-08-27 15:00:38	parto maternidad hospit materno infantil senhora nazaré bebê filho imigrant	empti	verificamo texto imagen sobr crise migratória roraima misturam dado certo errado	4.0	6	falso
httpsapublicaorgtrucochecamosfrasesderodrigomaiasobrecunhacpmfbolsafamiliaecris	httpsapublicaorg	2016-07-22	tese cpmf acab completo verdadeira	entrevista programa roda viva tv cultura president câmara rodrigo maia demrj afirm tese cpmf acab completo verdadeira	checamo frase rodrigo maia sobr cunha cpmf bolsa família crise agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosfotobolsonarocercadolideresmundiai	httpspiauifolhauolcombrlupa	2019-07-01 17:53:30	diss bolsonaro ficaria isolado g verdad centro atençõ	empti	verificamo montagem foto mostra bolsonaro cercado lídere mundiai	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoscriancaesperanca	httpspiauifolhauolcombrlupa	2019-04-26 10:39:39	globo sonega r milhõ usa criança pedir dinheiro aumentar isençõ imposto renda	empti	verificamo wikileak revela globo repass apena criança esperança unesco	4.0	6	falso
httpsapublicaorgtrucoimprecisoescercamargumentosafavordareformatrabalhista	httpsapublicaorg	2017-06-26	muito direito trabalhista relevant previsto regulamentado apena clt outra lei ordinária	senador paulo paim ptr afirm relatório reforma trabalhista aprovado comissão assunto sociai senado muito direito trabalhista relevant previsto regulamentado apena clt outra lei ordinária	imprecisõ cercam argumento favor reforma trabalhista agência pública	8.0	8	verdadeiro
httpsapublicaorgtrucofalhasnaclttornamobrasilcampeaodeprocessostrabalhista	httpsapublicaorg	2017-05-17	lacuna confusõ clt fazem brasil campeão ajuizamento açõ trabalhista todo mundo	relatório proposta reforma trabalhista pl deputado feder rogério marinho psdbrn afirm lacuna confusõ clt tornam brasil campeão açõ trabalhista todo mundo	falha clt tornam brasil campeão processo trabalhista agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamospocoartesianoexercitonordest	httpspiauifolhauolcombrlupa	2019-03-25 14:32:23	exército brasileiro conseguiu ontem encontrar água perfurar poço caicó nordest	empti	verificamo antiga foto poço perfurado exército nordest	4.0	6	falso
httpsapublicaorgtrucoosacertosexageroseerrosdeguilhermeboulo	httpsapublicaorg	2018-04-26	r bilhõ grand empresa devem previdência	presidenciável guilherm boulo afirm sabatina twitter grand empresa devem r bilhõ previdência	acerto exagero erro guilherm boulo agência pública	4.0	8	falso
httpsapublicaorgtrucorombonascontaspublicasederbi	httpsapublicaorg	2016-07-05	hoje infelizment aí enfrentar rombo conta pública aproximadament r bilhõ	discurso senado dia junho senador dario berger pmdbsc diss hoje rombo conta pública aproximadament r bilhõ	rombo conta pública r bi agência pública	1.0	8	falso
httpsapublicaorgtrucochecamostrescriticasdegilmarmendesajusticacrimin	httpsapublicaorg	2017-12-01	deixamo prescrev crime júri homicídio tentativa homicídio doloso prescrição ano tudo primeira instância	ministro supremo tribun feder stf gilmar mend afirm entrevista crime júri homicídio tentativa homicídio doloso prescrição ano acabam prescrevendo brasil	checamo trê crítica gilmar mend justiça crimin agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamospetroleomatogrosso	httpspiauifolhauolcombrlupa	2019-07-16 16:40:26	achado petróleo mato grosso ano consumo pode agora combustível reduzir r litro vamo divulgar valeu bolsonaro	empti	verificamo antigo vídeo mostra descoberta petróleo mato grosso	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	desvend fraud bolsa família ond sic benefício iam pessoa morta empresário funcionário fantasma	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	acab lombada eletrônica	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	inconclusivo
httpsapublicaorgtrucopresidenciaveiserramouomitemcontextosobremeioambient	httpsapublicaorg	2018-08-17	governo temer aumenta impacto nocivo saúd meio ambient autorizando uso agrotóxico brasil avaliação prévia órgão saúd	luiz inácio lula silva pt diss governo temer aumenta impacto nocivo saúd meio ambient autorizando uso agrotóxico brasil avaliação prévia órgão saúd	presidenciávei erram omitem contexto sobr meio ambient agência pública	7.0	8	inconclusivo
